Geneid,LNCAP_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Hypoxia_S1,LNCAP_Normoxia_S2,PC3_Normoxia_S1,PC3_Hypoxia_S2,PC3_Hypoxia_S1,LNCAP_Normoxia_S1
ENSG00000032444,1784,996,1501,1209,385,399,1169,960
ENSG00000032742,953,479,848,821,162,170,496,1059
ENSG00000033011,924,569,699,1052,228,102,359,1070
ENSG00000033030,1389,584,1185,1381,206,152,466,1513
ENSG00000033050,708,335,551,696,138,74,202,557
ENSG00000033100,878,505,723,702,192,227,547,458
ENSG00000033122,131,4,104,55,3,2,5,56
ENSG00000033170,787,6745,744,673,2421,1613,5016,754
ENSG00000033178,5080,4886,4352,2852,1752,2585,7795,4070
ENSG00000033327,204,132,227,106,63,38,105,98
ENSG00000033627,3085,10,2594,2488,5,6,3,2613
ENSG00000033800,5072,1986,4390,1917,642,628,1950,2295
ENSG00000033867,4063,2339,3384,2100,807,687,1930,2959
ENSG00000034053,1644,390,1388,1171,168,105,401,1109
ENSG00000034152,1010,243,811,1904,109,39,131,1545
ENSG00000034239,0,10,0,0,6,1,8,0
ENSG00000034510,12387,13995,10520,5416,5960,6358,17051,4119
ENSG00000034533,416,320,340,437,95,95,266,608
ENSG00000034677,2224,1634,2058,1394,571,789,2650,1698
ENSG00000034693,1864,600,1614,878,205,244,698,1038
ENSG00000034713,2219,518,1765,1904,242,245,619,1959
ENSG00000034971,1,0,0,0,0,0,0,0
ENSG00000035115,875,124,716,411,52,51,122,617
ENSG00000035141,3701,2218,3009,3162,829,650,2324,3581
ENSG00000035403,7797,26535,6620,6032,9974,9271,25481,7433
ENSG00000035499,1014,986,961,792,381,347,1025,893
ENSG00000035664,115,50,128,172,8,8,43,127
ENSG00000035681,2732,622,2410,2118,193,143,622,2326
ENSG00000035687,2642,1586,2285,2030,598,425,1469,2517
ENSG00000035720,14,0,11,1,0,0,0,0
ENSG00000035862,2420,1890,2409,1755,618,616,1909,1786
ENSG00000035928,9095,1057,7833,6483,383,350,1499,8774
ENSG00000036054,1850,1701,1491,1156,649,803,2270,1555
ENSG00000036257,3713,2033,3167,2771,721,656,2017,3338
ENSG00000036448,164,0,126,105,0,0,1,132
ENSG00000036473,0,6,0,0,0,2,4,0
ENSG00000036530,268,24,257,135,3,3,14,148
ENSG00000036549,4100,2464,3381,2916,837,762,2375,3793
ENSG00000036565,0,0,0,0,0,0,0,0
ENSG00000036672,309,125,286,192,60,30,72,215
ENSG00000036828,12,0,3,3,0,0,0,1
ENSG00000037042,1408,177,1447,785,80,60,125,814
ENSG00000037241,1265,515,1094,1306,187,114,373,1451
ENSG00000037280,94,26,90,164,10,5,19,167
ENSG00000037474,7950,605,6442,5422,194,158,547,6709
ENSG00000037637,1091,458,947,716,160,256,741,665
ENSG00000037749,3349,784,2653,2190,337,303,924,2738
ENSG00000037757,816,808,658,751,322,213,580,739
ENSG00000037897,639,334,509,940,119,50,131,1039
ENSG00000037965,26,222,21,7,67,38,104,7
ENSG00000038002,1092,740,1076,1243,257,311,866,1354
ENSG00000038210,4621,227,3882,2362,78,93,311,3316
ENSG00000038219,4582,591,4203,2627,201,186,628,3550
ENSG00000038274,1790,347,1528,1272,150,82,278,1564
ENSG00000038295,399,142,410,280,58,31,110,395
ENSG00000038358,2053,880,1816,1432,319,253,644,1580
ENSG00000038382,4536,1526,3882,1763,547,682,2183,2004
ENSG00000038427,0,1510,4,0,524,644,2067,1
ENSG00000038532,1971,347,1717,1199,130,118,290,1287
ENSG00000038945,4,0,4,4,0,0,0,6
ENSG00000039068,36887,167,31433,27707,59,100,299,31892
ENSG00000039123,3936,1605,3453,3562,558,490,1579,4316
ENSG00000039139,1138,243,1010,837,83,60,152,1009
ENSG00000039319,4242,1233,3438,2506,425,461,1602,3552
ENSG00000039523,6739,739,6122,5725,237,328,989,5361
ENSG00000039537,4,0,1,3,0,0,0,2
ENSG00000039560,1449,9888,1297,1660,3604,3661,10464,1972
ENSG00000039600,0,9,0,0,2,0,3,0
ENSG00000039650,1422,333,1248,913,152,109,267,941
ENSG00000039987,2,4,2,0,0,0,3,6
ENSG00000040199,1350,1264,1078,680,473,400,1086,934
ENSG00000040275,2386,1622,1876,1625,617,508,1679,2156
ENSG00000040341,2548,2201,2331,1972,819,738,1893,2399
ENSG00000040487,190,330,184,165,125,96,268,132
ENSG00000040531,475,164,415,443,72,40,101,415
ENSG00000040608,112,191,123,169,77,70,158,119
ENSG00000040633,3650,1253,3018,2942,460,374,1100,2961
ENSG00000040731,0,4,0,0,2,1,3,1
ENSG00000040933,952,513,905,803,192,135,452,938
ENSG00000041353,457,1551,349,938,551,447,1437,1414
ENSG00000041357,9556,1707,8061,8647,654,586,1719,9145
ENSG00000041515,0,2,4,1,1,2,3,4
ENSG00000041802,3228,689,2705,2179,234,124,422,2813
ENSG00000041880,2423,121,2318,1161,41,45,90,1224
ENSG00000041982,388,998,264,22,374,266,880,26
ENSG00000041988,518,446,531,515,175,110,284,446
ENSG00000042062,0,1,0,5,0,0,0,5
ENSG00000042088,1482,757,1197,999,280,264,755,1105
ENSG00000042286,146,395,131,90,169,104,312,97
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,633,252,570,543,83,89,200,591
ENSG00000042429,170,175,124,118,67,50,136,99
ENSG00000042445,2202,842,2023,2047,251,254,729,2247
ENSG00000042493,55,630,48,14,270,224,547,18
ENSG00000042753,2001,1246,1648,2058,487,429,1092,2059
ENSG00000042781,12,13,5,13,8,6,20,21
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,56,15,35,9,4,3,6,19
ENSG00000042980,544,55,384,47,14,16,50,55
ENSG00000043039,229,25,239,28,1,24,48,29
ENSG00000043093,3779,2099,3449,3216,700,701,2283,4394
ENSG00000043143,445,765,366,319,278,170,610,284
ENSG00000043355,899,123,813,853,39,45,109,1079
ENSG00000043462,6,1,10,29,0,0,1,31
ENSG00000043514,1998,273,1583,1305,93,72,248,1512
ENSG00000043591,32,13,28,35,5,10,17,40
ENSG00000044012,0,0,0,1,0,0,0,0
ENSG00000044090,1203,309,1114,894,115,116,267,811
ENSG00000044115,19603,12,17214,11427,4,1,4,13342
ENSG00000044446,1174,1303,950,1032,482,466,1148,1321
ENSG00000044459,1593,473,1397,1063,177,140,445,1542
ENSG00000044524,1006,74,970,793,17,183,487,1075
ENSG00000044574,50313,3872,38125,36016,1375,1551,4316,46640
ENSG00000046604,15627,4445,13484,6969,1561,1941,5263,9069
ENSG00000046647,725,411,617,640,184,124,264,663
ENSG00000046651,1335,1406,1193,1043,537,568,1524,1295
ENSG00000046653,64,56,49,78,18,12,38,99
ENSG00000046774,289,0,258,294,0,0,0,260
ENSG00000046889,35,110,45,52,36,18,44,61
ENSG00000047056,883,160,757,725,59,60,147,847
ENSG00000047188,6343,1810,5284,4291,614,489,1513,5822
ENSG00000047230,1564,1860,1299,1325,759,534,1366,1659
ENSG00000047249,1615,201,1523,1192,82,63,212,1159
ENSG00000047315,11940,7061,10031,7919,2748,2439,7945,9764
ENSG00000047346,3123,144,2552,2858,56,58,173,3839
ENSG00000047365,477,417,366,399,133,77,346,465
ENSG00000047410,11414,1598,10173,7646,559,481,1439,10240
ENSG00000047457,153,2,129,198,1,3,9,263
ENSG00000047578,2130,442,1877,1581,190,140,378,1866
ENSG00000047579,324,67,340,434,19,23,23,455
ENSG00000047597,0,726,0,0,286,181,555,0
ENSG00000047617,34,12,17,23,3,1,6,16
ENSG00000047621,964,725,758,1080,313,253,753,1378
ENSG00000047634,4701,2708,4323,3070,978,720,2107,3955
ENSG00000047644,1323,858,1168,1834,265,175,527,1896
ENSG00000047648,10479,1063,9847,2740,374,363,1057,3427
ENSG00000047662,19,19,17,138,9,5,12,134
ENSG00000047849,14605,4128,12754,11415,1464,2391,6961,12967
ENSG00000047932,2391,434,2075,1914,165,127,391,2259
ENSG00000047936,1,6,0,0,3,6,19,1
ENSG00000048028,2520,1128,2408,867,382,481,1584,1090
ENSG00000048052,4,921,2,1,337,315,838,3
ENSG00000048140,1677,882,1420,1485,367,277,766,1268
ENSG00000048162,1745,871,1278,1737,356,165,478,1859
ENSG00000048342,488,244,433,723,92,49,156,703
ENSG00000048392,8606,1535,8294,3292,597,418,1212,4329
ENSG00000048405,1345,855,1117,961,285,314,922,1285
ENSG00000048462,1,1,0,0,0,1,1,0
ENSG00000048471,779,181,640,599,56,87,263,638
ENSG00000048540,1,9,0,0,3,1,3,1
ENSG00000048544,1815,2653,1714,1625,993,732,2135,1967
ENSG00000048545,0,0,0,0,0,0,0,0
ENSG00000048649,4498,880,3973,2820,283,328,971,3768
ENSG00000048707,3895,1979,3692,2051,752,843,2502,2564
ENSG00000048740,9,304,4,2,103,57,171,1
ENSG00000048828,8783,3835,8200,11356,1300,1411,3882,11200
ENSG00000048991,4860,2275,4505,4374,762,682,2171,4857
ENSG00000049089,170,13,164,246,5,6,14,257
ENSG00000049130,102,160,66,112,49,35,105,135
ENSG00000049167,709,284,593,573,93,93,241,639
ENSG00000049192,22,63,15,2,24,46,118,7
ENSG00000049239,1921,214,1762,1776,74,65,164,1750
ENSG00000049245,3731,2279,3047,3209,742,847,2517,3289
ENSG00000049246,1493,314,1357,871,116,60,157,1083
ENSG00000049247,1,0,0,0,0,1,1,2
ENSG00000049249,5,424,0,9,175,156,444,27
ENSG00000049283,2418,34,1881,1810,9,7,25,1737
ENSG00000049323,254,4574,274,217,1701,1527,4537,220
ENSG00000049449,3770,1976,3283,3323,643,683,2136,4162
ENSG00000049540,26,1,31,32,0,0,2,19
ENSG00000049541,1534,481,1264,1484,181,120,335,1724
ENSG00000049618,3210,1656,2783,2421,603,567,1603,2762
ENSG00000049656,2512,1062,2078,2813,436,314,814,2556
ENSG00000049759,19840,3957,17249,8919,1425,1487,4463,10155
ENSG00000049768,57,4,47,174,2,1,1,169
ENSG00000049769,514,59,385,200,16,17,37,167
ENSG00000049860,3603,1039,3193,4463,406,346,1180,4938
ENSG00000049883,1989,535,1644,2029,198,132,385,2388
ENSG00000050030,723,6,631,157,3,2,4,225
ENSG00000050130,2509,2862,2123,1660,1105,1191,3436,2296
ENSG00000050165,1,12,0,4,10,3,5,3
ENSG00000050327,322,98,283,254,42,26,88,234
ENSG00000050344,666,6602,575,582,2456,1997,5816,764
ENSG00000050393,2032,1196,1957,1898,434,326,913,2105
ENSG00000050405,2746,4383,2238,2019,1665,1415,4913,2273
ENSG00000050426,1173,296,987,1562,128,69,171,1633
ENSG00000050438,7,650,14,19,233,183,588,3
ENSG00000050555,36,65,50,61,24,36,58,37
ENSG00000050628,25,4,20,4,1,0,8,6
ENSG00000050730,0,13,0,0,7,7,5,0
ENSG00000050748,3194,1069,2794,2351,340,329,851,2616
ENSG00000050767,24,4,31,33,0,1,1,22
ENSG00000050820,2975,1008,2542,2261,397,406,1057,2352
ENSG00000051009,1170,372,1026,1178,164,125,340,1285
ENSG00000051108,4019,1052,3293,3839,364,443,1321,4372
ENSG00000051128,541,54,498,362,17,11,39,336
ENSG00000051180,408,346,347,470,154,110,324,606
ENSG00000051341,3767,894,3091,1826,278,218,857,2660
ENSG00000051382,2903,941,2411,2993,359,325,1041,3551
ENSG00000051523,2,2,0,3,1,0,0,1
ENSG00000051596,201,87,631,205,40,29,85,609
ENSG00000051620,9100,1369,7687,5053,509,576,1897,6080
ENSG00000051825,4490,1838,3620,3710,659,551,1744,5151
ENSG00000052126,2082,1421,1844,1510,539,487,1516,1850
ENSG00000052344,3093,21,3015,3580,7,3,11,3040
ENSG00000052723,3964,2786,3472,2537,1020,912,2519,3301
ENSG00000052749,1669,424,1343,1771,169,70,161,1501
ENSG00000052795,1539,523,1397,847,180,247,664,966
ENSG00000052802,1727,1976,1538,1756,793,918,2327,1697
ENSG00000052841,4153,1869,3823,3242,664,617,1865,4032
ENSG00000052850,134,183,144,202,80,46,96,158
ENSG00000053108,11,5,24,19,2,3,3,2
ENSG00000053254,2545,1284,2222,1534,451,530,1834,1803
ENSG00000053328,0,1,0,0,0,1,0,0
ENSG00000053371,842,722,768,1082,283,272,643,965
ENSG00000053372,710,1481,595,848,629,335,877,858
ENSG00000053438,0,0,1,0,0,0,0,0
ENSG00000053501,548,59,510,631,23,9,29,655
ENSG00000053524,49,105,41,43,33,66,175,38
ENSG00000053702,0,0,0,0,0,0,0,0
ENSG00000053747,6704,4066,5775,8456,1459,3327,7909,10473
ENSG00000053770,2345,1470,2021,1676,554,454,1611,2082
ENSG00000053900,1652,518,1353,1221,195,172,477,1628
ENSG00000053918,207,16,184,114,4,11,16,112
ENSG00000054116,2001,481,1795,1930,191,122,399,1817
ENSG00000054118,19451,547,16976,14334,208,131,482,16500
ENSG00000054148,1844,678,1768,1924,340,263,640,1641
ENSG00000054179,651,4,710,318,1,6,5,231
ENSG00000054219,0,0,0,0,0,0,0,1
ENSG00000054267,6054,457,5169,2965,170,201,589,4227
ENSG00000054277,53,599,85,22,227,292,913,36
ENSG00000054282,2111,1207,1774,1840,424,353,1006,2003
ENSG00000054356,145,3,162,12,1,15,33,10
ENSG00000054392,154,177,161,178,68,53,142,131
ENSG00000054523,6161,1840,5116,4054,704,660,2057,4998
ENSG00000054598,34,545,39,35,201,197,625,44
ENSG00000054611,607,266,640,661,98,132,336,564
ENSG00000054654,2684,1329,2368,2248,445,379,1126,2974
ENSG00000054690,2481,363,2294,2364,123,115,391,2919
ENSG00000054793,3129,431,2732,2527,158,90,273,3052
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,1,1,1,0,0,0,1,0
ENSG00000054965,3732,1779,3360,1979,600,908,2475,2285
ENSG00000054967,253,243,256,123,118,108,267,106
ENSG00000054983,0,0,0,0,0,0,0,1
ENSG00000055044,10106,4160,8022,10630,1505,1127,3522,14261
ENSG00000055070,5170,2171,4424,4007,847,615,1691,4275
ENSG00000055118,294,60,303,152,29,10,35,103
ENSG00000055130,4277,1676,3471,2557,644,560,2019,3308
ENSG00000055147,1973,657,1684,2081,200,185,553,2398
ENSG00000055163,3978,267,3816,3188,92,54,149,3074
ENSG00000055208,5387,2445,4976,2920,847,987,3217,3738
ENSG00000055211,1500,849,1213,1170,338,305,886,1435
ENSG00000055332,4843,1789,3965,4065,577,368,1068,5291
ENSG00000055483,2520,1032,2387,1821,385,258,690,1936
ENSG00000055609,10290,1868,8753,4578,653,1020,3182,5429
ENSG00000055732,2,356,2,3,142,84,232,3
ENSG00000055813,159,5,166,13,3,0,8,16
ENSG00000055917,6946,2259,6024,4573,771,769,2375,5940
ENSG00000055950,1030,1009,895,984,420,291,858,919
ENSG00000055955,10,5,8,15,0,3,1,16
ENSG00000055957,1,0,0,1,0,0,0,3
ENSG00000056050,1294,335,1139,1793,149,100,270,1890
ENSG00000056097,11523,7252,9826,6728,2446,2156,6661,8355
ENSG00000056277,667,387,601,383,121,99,253,518
ENSG00000056291,0,2,0,0,0,1,1,1
ENSG00000056487,36,18,15,17,6,4,8,9
ENSG00000056558,10,121,4,14,67,30,87,31
ENSG00000056586,6378,3263,5161,4108,1237,1149,3403,4909
ENSG00000056736,1498,107,1405,718,33,10,45,1088
ENSG00000056972,764,459,637,664,184,116,338,721
ENSG00000056998,294,195,252,276,80,43,123,251
ENSG00000057019,346,44808,261,335,15574,15991,48651,444
ENSG00000057149,0,16,0,0,7,1,5,0
ENSG00000057252,1936,781,1550,1325,265,229,779,1712
ENSG00000057294,1000,100,838,511,42,44,162,551
ENSG00000057468,29,16,32,24,7,1,13,50
ENSG00000057593,22,0,8,11,0,0,0,7
ENSG00000057608,15213,1562,12074,12338,614,458,1644,16758
ENSG00000057657,53,47,55,10,17,64,172,21
ENSG00000057663,2036,1149,1899,1201,417,551,1577,1689
ENSG00000057704,132,329,98,72,117,127,428,73
ENSG00000057757,2012,604,1537,1341,240,231,588,1506
ENSG00000057935,2919,731,2570,2266,263,251,754,2532
ENSG00000058056,332,312,308,432,105,73,194,485
ENSG00000058063,8217,2636,7190,5102,894,1117,3092,7513
ENSG00000058085,14,2921,6,3,1110,1111,3150,7
ENSG00000058091,2597,891,2265,1101,337,375,1178,1540
ENSG00000058262,17852,4573,15915,15890,1798,1590,4727,15949
ENSG00000058272,6848,1018,5824,4179,327,286,952,5502
ENSG00000058335,246,3,244,12,0,2,1,12
ENSG00000058404,906,20,882,1113,8,3,7,919
ENSG00000058453,383,21,376,403,5,4,4,302
ENSG00000058600,1668,499,1356,1696,191,102,293,1806
ENSG00000058668,6172,4839,5496,3138,1737,2566,7094,4182
ENSG00000058673,62,11,67,14,6,8,21,41
ENSG00000058729,1505,992,1204,1432,393,258,904,1641
ENSG00000058799,1479,595,1260,1569,229,226,579,1631
ENSG00000058804,4885,4311,4660,3831,1510,1532,4397,4562
ENSG00000058866,1,443,1,9,165,237,587,8
ENSG00000059122,748,193,694,868,66,35,96,780
ENSG00000059145,1529,338,1419,1802,151,107,267,1618
ENSG00000059377,260,154,232,247,44,31,86,265
ENSG00000059378,1234,544,1013,1162,215,136,353,1293
ENSG00000059573,7367,1498,6048,6030,542,631,1838,5705
ENSG00000059588,1464,404,1431,1573,134,106,333,1979
ENSG00000059691,1009,438,809,966,187,139,369,1177
ENSG00000059728,1063,237,1002,698,81,93,379,737
ENSG00000059758,730,1046,675,374,365,483,1385,445
ENSG00000059769,1257,380,1083,914,140,136,480,1183
ENSG00000059804,215,24,201,46,9,39,80,37
ENSG00000059915,87,2,89,88,1,2,1,74
ENSG00000060069,988,182,787,574,61,116,293,539
ENSG00000060138,10225,2553,9278,9034,958,682,2143,10666
ENSG00000060140,807,45,726,651,22,33,54,743
ENSG00000060237,17986,1849,16136,9455,589,519,1858,11277
ENSG00000060303,0,0,2,0,0,0,3,1
ENSG00000060339,15731,798,13746,10914,252,233,754,13534
ENSG00000060491,1941,1505,1657,1518,656,403,1087,1319
ENSG00000060558,0,0,0,1,0,0,5,1
ENSG00000060566,0,26,0,0,6,1,12,0
ENSG00000060642,1000,416,796,943,178,196,473,1141
ENSG00000060656,3037,366,2741,1352,135,111,294,1332
ENSG00000060688,2295,1351,1903,1920,497,401,1116,2000
ENSG00000060709,0,24,2,2,8,10,15,1
ENSG00000060718,42,2,29,33,0,2,2,43
ENSG00000060749,3415,2733,2879,2192,945,775,2650,2672
ENSG00000060762,905,501,738,560,151,113,423,621
ENSG00000060971,3378,645,2779,2845,294,160,469,2668
ENSG00000060982,35,2637,57,72,936,732,2501,94
ENSG00000061273,1504,1184,1353,1086,514,540,1285,1123
ENSG00000061337,32,80,44,27,47,17,20,38
ENSG00000061455,8,62,5,4,20,17,39,14
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,67,87,61,29,33,231,491,26
ENSG00000061676,8636,2193,7613,5085,817,848,2769,6877
ENSG00000061794,3879,2268,3183,4440,883,652,1951,5088
ENSG00000061918,27,509,18,16,162,78,241,13
ENSG00000061936,3493,546,3121,2116,170,168,482,2400
ENSG00000061938,1577,225,1463,2023,67,50,169,1570
ENSG00000061987,3522,1000,2967,2366,339,361,987,3106
ENSG00000062038,5,112,4,9,36,38,87,7
ENSG00000062096,0,0,1,1,0,0,0,0
ENSG00000062194,4449,1206,3890,3445,456,469,1168,4068
ENSG00000062282,607,1020,487,701,372,368,958,564
ENSG00000062370,240,135,212,192,68,54,189,179
ENSG00000062485,13615,4829,11885,12837,1820,1547,4660,13805
ENSG00000062524,1,0,1,5,0,0,2,1
ENSG00000062582,17,15,15,8,10,2,15,11
ENSG00000062598,2010,1388,1829,1665,504,385,1063,1803
ENSG00000062650,2541,325,2129,1735,124,122,348,2199
ENSG00000062716,5765,5664,5403,7916,1998,2040,6222,8074
ENSG00000062725,4218,1992,3567,3602,750,776,2526,4159
ENSG00000062822,1322,427,1087,734,179,117,364,746
ENSG00000063015,1,0,2,5,0,0,0,0
ENSG00000063046,22211,5419,18694,21603,2094,1968,5578,26030
ENSG00000063127,130,1,131,43,2,2,1,47
ENSG00000063169,616,67,538,439,23,20,54,369
ENSG00000063176,968,289,907,617,80,81,251,624
ENSG00000063177,8677,6050,7182,10245,2465,1858,4812,8726
ENSG00000063180,714,20,784,239,11,12,13,185
ENSG00000063241,949,1480,805,1027,625,270,813,769
ENSG00000063244,13490,3325,11254,10360,1339,895,2600,11041
ENSG00000063245,5136,2116,4313,3661,788,949,2320,3067
ENSG00000063322,3931,425,3417,4024,129,110,263,4478
ENSG00000063438,2,12,2,1,2,1,3,1
ENSG00000063515,1,0,8,1,0,0,0,3
ENSG00000063587,1596,871,1367,1033,337,243,710,1326
ENSG00000063601,2326,1461,2130,1720,586,571,1667,1941
ENSG00000063660,683,243,657,534,106,109,232,408
ENSG00000063761,217,69,221,290,22,11,34,274
ENSG00000063854,1734,76,1576,1652,23,10,45,1200
ENSG00000063978,3976,1251,3538,3273,479,435,1395,3620
ENSG00000064012,1690,499,1349,2962,199,109,328,4240
ENSG00000064042,70323,222,63604,39416,83,88,307,50195
ENSG00000064102,3359,1625,2995,2412,550,606,1793,2950
ENSG00000064115,3495,2232,2982,3320,813,693,1991,3695
ENSG00000064195,223,63,271,26,23,22,86,14
ENSG00000064199,1646,513,1486,1565,204,180,531,1624
ENSG00000064201,0,0,0,0,0,0,0,0
ENSG00000064205,8,8,2,1,2,6,22,0
ENSG00000064218,1,3,1,3,3,1,1,8
ENSG00000064225,216,829,181,2,249,362,1223,2
ENSG00000064270,1374,3,1274,1834,1,1,2,1746
ENSG00000064300,1,58,0,4,21,17,35,3
ENSG00000064309,1009,240,991,350,81,88,234,429
ENSG00000064313,1959,3680,1732,1473,1160,1174,3484,1891
ENSG00000064393,31626,3786,28174,10348,1316,1101,3835,11851
ENSG00000064419,3560,1564,3133,3480,559,490,1369,3880
ENSG00000064489,1,0,0,1,1,0,0,0
ENSG00000064490,639,245,562,931,101,57,121,695
ENSG00000064545,647,559,583,911,209,115,229,645
ENSG00000064547,513,269,415,691,94,98,278,587
ENSG00000064601,841,5375,690,904,1948,1786,4535,877
ENSG00000064607,7785,1404,6615,5312,570,359,1059,6057
ENSG00000064651,2567,1292,2107,1646,431,468,1500,2142
ENSG00000064652,331,205,301,305,87,72,234,382
ENSG00000064655,74,409,65,247,166,236,771,199
ENSG00000064666,1449,658,1392,508,242,186,496,603
ENSG00000064687,2507,73,2164,1272,33,25,76,1174
ENSG00000064692,6,9,10,8,3,5,5,11
ENSG00000064703,1101,1336,910,949,536,435,1203,1095
ENSG00000064726,5082,2010,4638,3940,677,682,2158,4345
ENSG00000064763,133,801,94,84,294,271,845,131
ENSG00000064787,316,1,244,514,0,0,2,536
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000064886,0,20,1,3,3,15,25,5
ENSG00000064932,3284,1380,2852,3052,565,344,817,2819
ENSG00000064933,1653,1065,1353,1357,391,311,873,1872
ENSG00000064961,5306,1013,4844,5288,392,449,1117,5330
ENSG00000064989,59,4,43,12,0,0,2,14
ENSG00000064995,2192,762,1905,1728,337,248,750,1902
ENSG00000064999,2189,363,1959,1497,142,130,317,1772
ENSG00000065000,10979,1098,9258,8988,436,429,1248,9955
ENSG00000065029,1497,513,1499,1024,176,165,367,890
ENSG00000065054,2110,416,1829,1918,137,148,362,1799
ENSG00000065057,319,206,273,479,91,33,106,298
ENSG00000065060,3363,1935,2990,2711,738,441,1321,3182
ENSG00000065135,3966,2223,3450,3038,817,922,2855,3590
ENSG00000065150,6131,1429,5000,5215,520,353,1259,6605
ENSG00000065154,195,2024,242,210,771,681,2072,250
ENSG00000065183,4222,1262,3199,4343,517,249,786,5255
ENSG00000065243,5220,2975,4454,3314,991,1087,3181,4527
ENSG00000065268,624,334,577,947,123,84,212,671
ENSG00000065308,950,555,762,892,168,175,434,1013
ENSG00000065320,18,32,15,44,15,9,15,31
ENSG00000065325,180,69,153,22,26,33,87,29
ENSG00000065328,2104,796,1526,1345,334,170,460,1953
ENSG00000065357,497,546,444,312,170,176,539,270
ENSG00000065361,10311,265,8960,7550,108,100,199,8387
ENSG00000065371,0,0,0,0,0,0,1,0
ENSG00000065413,290,166,260,288,56,56,170,342
ENSG00000065427,7297,617,6006,6612,218,140,428,7697
ENSG00000065457,1643,541,1290,1418,192,104,279,1778
ENSG00000065485,1938,319,1808,1756,126,125,310,1942
ENSG00000065491,819,317,769,642,99,93,256,676
ENSG00000065518,10510,2294,9481,6256,924,816,2273,7100
ENSG00000065526,4745,517,4147,3286,173,95,428,3712
ENSG00000065534,659,331,609,152,83,89,324,220
ENSG00000065548,6850,2013,5725,5912,718,562,1834,7752
ENSG00000065559,2634,741,2171,1796,268,292,957,2135
ENSG00000065600,880,553,837,532,224,102,363,558
ENSG00000065609,99,15,83,118,7,1,5,126
ENSG00000065613,6012,779,5252,4431,238,258,899,5837
ENSG00000065615,716,472,634,273,180,182,566,392
ENSG00000065618,136,56,146,35,21,37,104,27
ENSG00000065621,37,93,31,164,32,13,37,143
ENSG00000065665,631,379,605,402,144,127,331,494
ENSG00000065675,0,2,1,0,0,0,0,0
